algorithm,n,run,time_ms,nodes_explored,path_cost
euclidean,12,20,0.045542,68,47
chebyshev,12,1,0.050708,69,47
chebyshev,12,2,0.044291,69,47
chebyshev,12,3,0.04025,69,47
chebyshev,12,4,0.037125,69,47
chebyshev,12,5,0.037833,69,47
chebyshev,12,6,0.037208,69,47
chebyshev,12,7,0.03675,69,47
chebyshev,12,8,0.043167,69,47
chebyshev,12,9,0.036042,69,47
chebyshev,12,10,0.037625,69,47
chebyshev,12,11,0.035958,69,47
chebyshev,12,12,0.036041,69,47
chebyshev,12,13,0.034584,69,47
chebyshev,12,14,0.03775,69,47
chebyshev,12,15,0.037209,69,47
chebyshev,12,16,0.037584,69,47
chebyshev,12,17,0.036541,69,47
chebyshev,12,18,0.040417,69,47
chebyshev,12,19,0.041791,69,47
chebyshev,12,20,0.037084,69,47
manhattan,13,1,0.04525,75,58
manhattan,13,2,0.04725,75,58
manhattan,13,3,0.049291,75,58
manhattan,13,4,0.046958,75,58
manhattan,13,5,0.040625,75,58
manhattan,13,6,0.0415,75,58
manhattan,13,7,0.044584,75,58
manhattan,13,8,0.043375,75,58
manhattan,13,9,0.043125,75,58
manhattan,13,10,0.046459,75,58
manhattan,13,11,0.047792,75,58
manhattan,13,12,0.041875,75,58
manhattan,13,13,0.044875,75,58
manhattan,13,14,0.044167,75,58
manhattan,13,15,0.03925,75,58
manhattan,13,16,0.0465,75,58
manhattan,13,17,0.037916,75,58
manhattan,13,18,0.037792,75,58
manhattan,13,19,0.039833,75,58
manhattan,13,20,0.047125,75,58
euclidean,13,1,0.048583,76,58
euclidean,13,2,0.041167,76,58
euclidean,13,3,0.045375,76,58
euclidean,13,4,0.044583,76,58
euclidean,13,5,0.044,76,58
euclidean,13,6,0.048541,76,58
euclidean,13,7,0.040917,76,58
euclidean,13,8,0.048125,76,58
euclidean,13,9,0.043792,76,58
euclidean,13,10,0.043959,76,58
euclidean,13,11,0.044208,76,58
euclidean,13,12,0.044666,76,58
euclidean,13,13,0.047333,76,58
euclidean,13,14,0.045417,76,58
euclidean,13,15,0.048417,76,58
euclidean,13,16,0.046709,76,58
euclidean,13,17,0.048041,76,58
euclidean,13,18,0.043458,76,58
euclidean,13,19,0.043917,76,58
euclidean,13,20,0.044,76,58
chebyshev,13,1,0.041542,76,58
chebyshev,13,2,0.043833,76,58
chebyshev,13,3,0.040833,76,58
chebyshev,13,4,0.042084,76,58
chebyshev,13,5,0.041416,76,58
chebyshev,13,6,0.043333,76,58
chebyshev,13,7,0.043375,76,58
chebyshev,13,8,0.042792,76,58
chebyshev,13,9,0.046834,76,58
chebyshev,13,10,0.041083,76,58
chebyshev,13,11,0.040958,76,58
chebyshev,13,12,0.04125,76,58
chebyshev,13,13,0.0445,76,58
chebyshev,13,14,0.041792,76,58
chebyshev,13,15,0.039416,76,58
chebyshev,13,16,0.042917,76,58
chebyshev,13,17,0.0405,76,58
chebyshev,13,18,0.041416,76,58
chebyshev,13,19,0.045042,76,58
chebyshev,13,20,0.04025,76,58
manhattan,14,1,0.050083,85,54
manhattan,14,2,0.0505,85,54
manhattan,14,3,0.051583,85,54
manhattan,14,4,0.050083,85,54
manhattan,14,5,0.050375,85,54
manhattan,14,6,0.052042,85,54
manhattan,14,7,0.0505,85,54
manhattan,14,8,0.051209,85,54
manhattan,14,9,0.049875,85,54
manhattan,14,10,0.050416,85,54
manhattan,14,11,0.049666,85,54
manhattan,14,12,0.051708,85,54
manhattan,14,13,0.05275,85,54
manhattan,14,14,0.051208,85,54
manhattan,14,15,0.048958,85,54
manhattan,14,16,0.049834,85,54
manhattan,14,17,0.051416,85,54
manhattan,14,18,0.045167,85,54
manhattan,14,19,0.05225,85,54
manhattan,14,20,0.065542,85,54
euclidean,14,1,0.048959,85,54
euclidean,14,2,0.050542,85,54
euclidean,14,3,0.04825,85,54
euclidean,14,4,0.059625,85,54
euclidean,14,5,0.046084,85,54
euclidean,14,6,0.051542,85,54
euclidean,14,7,0.054125,85,54
euclidean,14,8,0.046458,85,54
euclidean,14,9,0.052583,85,54
euclidean,14,10,0.052208,85,54
euclidean,14,11,0.049292,85,54
euclidean,14,12,0.048958,85,54
euclidean,14,13,0.049083,85,54
euclidean,14,14,0.051583,85,54
euclidean,14,15,0.053958,85,54
euclidean,14,16,0.051625,85,54
euclidean,14,17,0.051125,85,54
euclidean,14,18,0.05225,85,54
euclidean,14,19,0.054458,85,54
euclidean,14,20,0.04675,85,54
chebyshev,14,1,0.045791,85,54
chebyshev,14,2,0.047292,85,54
chebyshev,14,3,0.048708,85,54
chebyshev,14,4,0.046,85,54
chebyshev,14,5,0.045583,85,54
chebyshev,14,6,0.044667,85,54
chebyshev,14,7,0.045666,85,54
chebyshev,14,8,0.045,85,54
chebyshev,14,9,0.049083,85,54
chebyshev,14,10,0.045542,85,54
chebyshev,14,11,0.046792,85,54
chebyshev,14,12,0.046167,85,54
chebyshev,14,13,0.045375,85,54
chebyshev,14,14,0.04625,85,54
chebyshev,14,15,0.048958,85,54
chebyshev,14,16,0.046125,85,54
chebyshev,14,17,0.0465,85,54
chebyshev,14,18,0.04825,85,54
chebyshev,14,19,0.046667,85,54
chebyshev,14,20,0.045875,85,54
manhattan,15,1,0.04675,76,57
manhattan,15,2,0.050667,76,57
manhattan,15,3,0.054375,76,57
manhattan,15,4,0.049042,76,57
manhattan,15,5,0.044416,76,57
manhattan,15,6,0.048708,76,57
manhattan,15,7,0.046792,76,57
manhattan,15,8,0.042959,76,57
manhattan,15,9,0.04575,76,57
manhattan,15,10,0.105333,76,57
manhattan,15,11,0.063125,76,57
manhattan,15,12,0.042584,76,57
manhattan,15,13,0.043834,76,57
manhattan,15,14,0.045917,76,57
manhattan,15,15,0.049334,76,57
manhattan,15,16,0.049542,76,57
manhattan,15,17,0.045208,76,57
manhattan,15,18,0.042875,76,57
manhattan,15,19,0.047625,76,57
manhattan,15,20,0.042,76,57
euclidean,15,1,0.046166,77,57
euclidean,15,2,0.042417,77,57
euclidean,15,3,0.041792,77,57
euclidean,15,4,0.049375,77,57
euclidean,15,5,0.056416,77,57
euclidean,15,6,0.046583,77,57
euclidean,15,7,0.047042,77,57
euclidean,15,8,0.046292,77,57
euclidean,15,9,0.045625,77,57
euclidean,15,10,0.046959,77,57
euclidean,15,11,0.043375,77,57
euclidean,15,12,0.042,77,57
euclidean,15,13,0.048458,77,57
euclidean,15,14,0.094666,77,57
euclidean,15,15,0.046333,77,57
euclidean,15,16,0.048666,77,57
euclidean,15,17,0.043958,77,57
euclidean,15,18,0.044042,77,57
euclidean,15,19,0.049625,77,57
euclidean,15,20,0.045542,77,57
chebyshev,15,1,0.043667,76,57
chebyshev,15,2,0.042917,76,57
chebyshev,15,3,0.046125,76,57
chebyshev,15,4,0.03975,76,57
chebyshev,15,5,0.044667,76,57
chebyshev,15,6,0.043,76,57
chebyshev,15,7,0.044333,76,57
chebyshev,15,8,0.039833,76,57
chebyshev,15,9,0.041875,76,57
chebyshev,15,10,0.039709,76,57
chebyshev,15,11,0.043166,76,57
chebyshev,15,12,0.041709,76,57
chebyshev,15,13,0.045208,76,57
chebyshev,15,14,0.042917,76,57
chebyshev,15,15,0.046541,76,57
chebyshev,15,16,0.046042,76,57
chebyshev,15,17,0.0425,76,57
chebyshev,15,18,0.054541,76,57
chebyshev,15,19,0.041791,76,57
chebyshev,15,20,0.044708,76,57
manhattan,16,1,0.036584,52,50
manhattan,16,2,0.036583,52,50
manhattan,16,3,0.036417,52,50
manhattan,16,4,0.03375,52,50
manhattan,16,5,0.033583,52,50
manhattan,16,6,0.035084,52,50
manhattan,16,7,0.033791,52,50
manhattan,16,8,0.034375,52,50
manhattan,16,9,0.03075,52,50
manhattan,16,10,0.030209,52,50
manhattan,16,11,0.033667,52,50
manhattan,16,12,0.034417,52,50
manhattan,16,13,0.030958,52,50
manhattan,16,14,0.037917,52,50
manhattan,16,15,0.03575,52,50
manhattan,16,16,0.036833,52,50
manhattan,16,17,0.03475,52,50
manhattan,16,18,0.033459,52,50
manhattan,16,19,0.034375,52,50
manhattan,16,20,0.032583,52,50
euclidean,16,1,0.037959,60,50
euclidean,16,2,0.03825,60,50
euclidean,16,3,0.038959,60,50
euclidean,16,4,0.039875,60,50
euclidean,16,5,0.038875,60,50
euclidean,16,6,0.040875,60,50
euclidean,16,7,0.041,60,50
euclidean,16,8,0.0355,60,50
euclidean,16,9,0.037584,60,50
euclidean,16,10,0.034167,60,50
euclidean,16,11,0.035833,60,50
euclidean,16,12,0.038375,60,50
euclidean,16,13,0.036125,60,50
euclidean,16,14,0.039166,60,50
euclidean,16,15,0.034875,60,50
euclidean,16,16,0.03825,60,50
euclidean,16,17,0.039708,60,50
euclidean,16,18,0.037583,60,50
euclidean,16,19,0.035833,60,50
euclidean,16,20,0.037084,60,50
chebyshev,16,1,0.037291,63,50
chebyshev,16,2,0.038958,63,50
chebyshev,16,3,0.03925,63,50
chebyshev,16,4,0.036,63,50
chebyshev,16,5,0.037208,63,50
chebyshev,16,6,0.051416,63,50
chebyshev,16,7,0.037667,63,50
chebyshev,16,8,0.035333,63,50
chebyshev,16,9,0.035,63,50
chebyshev,16,10,0.035167,63,50
chebyshev,16,11,0.040625,63,50
chebyshev,16,12,0.035708,63,50
chebyshev,16,13,0.035875,63,50
chebyshev,16,14,0.034417,63,50
chebyshev,16,15,0.034042,63,50
chebyshev,16,16,0.035083,63,50
chebyshev,16,17,0.033208,63,50
chebyshev,16,18,0.034167,63,50
chebyshev,16,19,0.034917,63,50
chebyshev,16,20,0.038125,63,50
manhattan,17,1,0.048,83,63
manhattan,17,2,0.046667,83,63
manhattan,17,3,0.05025,83,63
manhattan,17,4,0.043292,83,63
manhattan,17,5,0.045959,83,63
manhattan,17,6,0.044208,83,63
manhattan,17,7,0.047708,83,63
manhattan,17,8,0.04775,83,63
manhattan,17,9,0.0505,83,63
manhattan,17,10,0.042083,83,63
manhattan,17,11,0.049208,83,63
manhattan,17,12,0.046917,83,63
manhattan,17,13,0.041375,83,63
manhattan,17,14,0.042334,83,63
manhattan,17,15,0.04175,83,63
manhattan,17,16,0.04475,83,63
manhattan,17,17,0.04475,83,63
manhattan,17,18,0.045333,83,63
manhattan,17,19,0.045958,83,63
manhattan,17,20,0.047167,83,63
euclidean,17,1,0.041583,83,63
euclidean,17,2,0.049,83,63
euclidean,17,3,0.04575,83,63
euclidean,17,4,0.048792,83,63
euclidean,17,5,0.06,83,63
euclidean,17,6,0.045709,83,63
euclidean,17,7,0.045584,83,63
euclidean,17,8,0.043084,83,63
euclidean,17,9,0.041792,83,63
euclidean,17,10,0.04525,83,63
euclidean,17,11,0.044833,83,63
euclidean,17,12,0.04725,83,63
euclidean,17,13,0.046583,83,63
euclidean,17,14,0.045625,83,63
euclidean,17,15,0.041541,83,63
euclidean,17,16,0.047375,83,63
euclidean,17,17,0.044875,83,63
euclidean,17,18,0.045291,83,63
euclidean,17,19,0.045916,83,63
euclidean,17,20,0.044583,83,63
chebyshev,17,1,0.044084,82,63
chebyshev,17,2,0.043083,82,63
chebyshev,17,3,0.041459,82,63
chebyshev,17,4,0.046542,82,63
chebyshev,17,5,0.04425,82,63
chebyshev,17,6,0.048083,82,63
chebyshev,17,7,0.0445,82,63
chebyshev,17,8,0.043125,82,63
chebyshev,17,9,0.042209,82,63
chebyshev,17,10,0.046125,82,63
chebyshev,17,11,0.043042,82,63
chebyshev,17,12,0.060791,82,63
chebyshev,17,13,0.048541,82,63
chebyshev,17,14,0.046666,82,63
chebyshev,17,15,0.044166,82,63
chebyshev,17,16,0.047208,82,63
chebyshev,17,17,0.042875,82,63
chebyshev,17,18,0.042041,82,63
chebyshev,17,19,0.082459,82,63
chebyshev,17,20,0.043375,82,63
manhattan,18,1,0.046584,75,56
manhattan,18,2,0.045375,75,56
manhattan,18,3,0.041292,75,56
manhattan,18,4,0.054292,75,56
manhattan,18,5,0.04475,75,56
manhattan,18,6,0.043083,75,56
manhattan,18,7,0.045167,75,56
manhattan,18,8,0.043292,75,56
manhattan,18,9,0.044708,75,56
manhattan,18,10,0.044834,75,56
manhattan,18,11,0.042542,75,56
manhattan,18,12,0.045,75,56
manhattan,18,13,0.039958,75,56
manhattan,18,14,0.044875,75,56
manhattan,18,15,0.041334,75,56
manhattan,18,16,0.039417,75,56
manhattan,18,17,0.0395,75,56
manhattan,18,18,0.047917,75,56
manhattan,18,19,0.042875,75,56
manhattan,18,20,0.043042,75,56
euclidean,18,1,0.041166,75,56
euclidean,18,2,0.045833,75,56
euclidean,18,3,0.043916,75,56
euclidean,18,4,0.043625,75,56
euclidean,18,5,0.044542,75,56
euclidean,18,6,0.047125,75,56
euclidean,18,7,0.044084,75,56
euclidean,18,8,0.044959,75,56
euclidean,18,9,0.0485,75,56
euclidean,18,10,0.039792,75,56
euclidean,18,11,0.041875,75,56
euclidean,18,12,0.04425,75,56
euclidean,18,13,0.043875,75,56
euclidean,18,14,0.043083,75,56
euclidean,18,15,0.042917,75,56
euclidean,18,16,0.0445,75,56
euclidean,18,17,0.04275,75,56
euclidean,18,18,0.039875,75,56
euclidean,18,19,0.04425,75,56
euclidean,18,20,0.043208,75,56
chebyshev,18,1,0.038583,75,56
chebyshev,18,2,0.040875,75,56
chebyshev,18,3,0.038542,75,56
chebyshev,18,4,0.039959,75,56
chebyshev,18,5,0.043708,75,56
chebyshev,18,6,0.038792,75,56
chebyshev,18,7,0.039041,75,56
chebyshev,18,8,0.039833,75,56
chebyshev,18,9,0.03875,75,56
chebyshev,18,10,0.038334,75,56
chebyshev,18,11,0.038875,75,56
chebyshev,18,12,0.039584,75,56
chebyshev,18,13,0.040625,75,56
chebyshev,18,14,0.0395,75,56
chebyshev,18,15,0.039541,75,56
chebyshev,18,16,0.043833,75,56
chebyshev,18,17,0.037667,75,56
chebyshev,18,18,0.03925,75,56
chebyshev,18,19,0.052459,75,56
chebyshev,18,20,0.038958,75,56
manhattan,19,1,0.042209,80,64
manhattan,19,2,0.047583,80,64
manhattan,19,3,0.047042,80,64
manhattan,19,4,0.040667,80,64
manhattan,19,5,0.047708,80,64
manhattan,19,6,0.045875,80,64
manhattan,19,7,0.045041,80,64
manhattan,19,8,0.046875,80,64
manhattan,19,9,0.045958,80,64
manhattan,19,10,0.04925,80,64
manhattan,19,11,0.0455,80,64
manhattan,19,12,0.045166,80,64
manhattan,19,13,0.044833,80,64
manhattan,19,14,0.04525,80,64
manhattan,19,15,0.046167,80,64
manhattan,19,16,0.045084,80,64
manhattan,19,17,0.045625,80,64
manhattan,19,18,0.04725,80,64
manhattan,19,19,0.045542,80,64
manhattan,19,20,0.040209,80,64
euclidean,19,1,0.045125,80,64
euclidean,19,2,0.045583,80,64
euclidean,19,3,0.046792,80,64
euclidean,19,4,0.043875,80,64
euclidean,19,5,0.047542,80,64
euclidean,19,6,0.047875,80,64
euclidean,19,7,0.044667,80,64
euclidean,19,8,0.041708,80,64
euclidean,19,9,0.042583,80,64
euclidean,19,10,0.04225,80,64
euclidean,19,11,0.04625,80,64
euclidean,19,12,0.048,80,64
euclidean,19,13,0.041167,80,64
euclidean,19,14,0.046583,80,64
euclidean,19,15,0.045666,80,64
euclidean,19,16,0.04975,80,64
euclidean,19,17,0.044542,80,64
euclidean,19,18,0.044417,80,64
euclidean,19,19,0.048833,80,64
euclidean,19,20,0.05025,80,64
chebyshev,19,1,0.047125,80,64
chebyshev,19,2,0.042042,80,64
chebyshev,19,3,0.041542,80,64
chebyshev,19,4,0.046542,80,64
chebyshev,19,5,0.041875,80,64
chebyshev,19,6,0.040708,80,64
chebyshev,19,7,0.042833,80,64
chebyshev,19,8,0.045834,80,64
chebyshev,19,9,0.041375,80,64
chebyshev,19,10,0.042209,80,64
chebyshev,19,11,0.040834,80,64
chebyshev,19,12,0.041167,80,64
chebyshev,19,13,0.040125,80,64
chebyshev,19,14,0.04225,80,64
chebyshev,19,15,0.040667,80,64
chebyshev,19,16,0.041541,80,64
chebyshev,19,17,0.039958,80,64
chebyshev,19,18,0.043041,80,64
chebyshev,19,19,0.043708,80,64
chebyshev,19,20,0.041834,80,64
manhattan,20,1,0.048167,80,72
manhattan,20,2,0.048959,80,72
manhattan,20,3,0.042583,80,72
manhattan,20,4,0.043666,80,72
manhattan,20,5,0.049292,80,72
manhattan,20,6,0.046584,80,72
manhattan,20,7,0.045959,80,72
manhattan,20,8,0.055041,80,72
manhattan,20,9,0.046417,80,72
manhattan,20,10,0.043834,80,72
manhattan,20,11,0.046916,80,72
manhattan,20,12,0.044167,80,72
manhattan,20,13,0.044917,80,72
manhattan,20,14,0.042916,80,72
manhattan,20,15,0.048166,80,72
manhattan,20,16,0.053625,80,72
manhattan,20,17,0.047292,80,72
manhattan,20,18,0.046417,80,72
manhattan,20,19,0.047917,80,72
manhattan,20,20,0.043625,80,72
euclidean,20,1,0.047709,80,72
euclidean,20,2,0.046792,80,72
euclidean,20,3,0.05275,80,72
euclidean,20,4,0.053458,80,72
euclidean,20,5,0.047292,80,72
euclidean,20,6,0.048042,80,72
euclidean,20,7,0.045875,80,72
euclidean,20,8,0.132125,80,72
euclidean,20,9,0.048666,80,72
euclidean,20,10,0.05075,80,72
euclidean,20,11,0.048083,80,72
euclidean,20,12,0.044292,80,72
euclidean,20,13,0.056333,80,72
euclidean,20,14,0.04775,80,72
euclidean,20,15,0.049625,80,72
euclidean,20,16,0.050833,80,72
euclidean,20,17,0.044459,80,72
euclidean,20,18,0.055375,80,72
euclidean,20,19,0.048542,80,72
euclidean,20,20,0.04625,80,72
chebyshev,20,1,0.048667,80,72
chebyshev,20,2,0.04275,80,72
chebyshev,20,3,0.045875,80,72
chebyshev,20,4,0.046625,80,72
chebyshev,20,5,0.041417,80,72
chebyshev,20,6,0.045667,80,72
chebyshev,20,7,0.043542,80,72
chebyshev,20,8,0.042583,80,72
chebyshev,20,9,0.042,80,72
chebyshev,20,10,0.04275,80,72
chebyshev,20,11,0.046625,80,72
chebyshev,20,12,0.046,80,72
chebyshev,20,13,0.042583,80,72
chebyshev,20,14,0.04275,80,72
chebyshev,20,15,0.039416,80,72
chebyshev,20,16,0.046625,80,72
chebyshev,20,17,0.042333,80,72
chebyshev,20,18,0.041208,80,72
chebyshev,20,19,0.044,80,72
chebyshev,20,20,0.041417,80,72
