algorithm,n,run,time_ms,nodes_explored,path_cost
euclidean,12,8,0.042333,68,47
euclidean,12,9,0.04125,68,47
euclidean,12,10,0.039417,68,47
euclidean,12,11,0.038583,68,47
euclidean,12,12,0.041,68,47
euclidean,12,13,0.04525,68,47
euclidean,12,14,0.041416,68,47
euclidean,12,15,0.039208,68,47
euclidean,12,16,0.041917,68,47
euclidean,12,17,0.037666,68,47
euclidean,12,18,0.043833,68,47
euclidean,12,19,0.040625,68,47
euclidean,12,20,0.052709,68,47
chebyshev,12,1,0.040291,69,47
chebyshev,12,2,0.037542,69,47
chebyshev,12,3,0.03625,69,47
chebyshev,12,4,0.037917,69,47
chebyshev,12,5,0.039875,69,47
chebyshev,12,6,0.037459,69,47
chebyshev,12,7,0.041542,69,47
chebyshev,12,8,0.040459,69,47
chebyshev,12,9,0.037417,69,47
chebyshev,12,10,0.036958,69,47
chebyshev,12,11,0.035459,69,47
chebyshev,12,12,0.036292,69,47
chebyshev,12,13,0.036917,69,47
chebyshev,12,14,0.039583,69,47
chebyshev,12,15,0.036375,69,47
chebyshev,12,16,0.036542,69,47
chebyshev,12,17,0.035459,69,47
chebyshev,12,18,0.036875,69,47
chebyshev,12,19,0.037,69,47
chebyshev,12,20,0.036542,69,47
manhattan,13,1,0.043584,75,58
manhattan,13,2,0.04675,75,58
manhattan,13,3,0.044709,75,58
manhattan,13,4,0.044416,75,58
manhattan,13,5,0.044667,75,58
manhattan,13,6,0.045625,75,58
manhattan,13,7,0.047542,75,58
manhattan,13,8,0.038958,75,58
manhattan,13,9,0.045167,75,58
manhattan,13,10,0.047042,75,58
manhattan,13,11,0.046292,75,58
manhattan,13,12,0.046834,75,58
manhattan,13,13,0.046125,75,58
manhattan,13,14,0.044708,75,58
manhattan,13,15,0.046542,75,58
manhattan,13,16,0.044792,75,58
manhattan,13,17,0.042833,75,58
manhattan,13,18,0.044792,75,58
manhattan,13,19,0.042834,75,58
manhattan,13,20,0.043417,75,58
euclidean,13,1,0.045875,76,58
euclidean,13,2,0.044042,76,58
euclidean,13,3,0.043167,76,58
euclidean,13,4,0.044167,76,58
euclidean,13,5,0.039625,76,58
euclidean,13,6,0.044958,76,58
euclidean,13,7,0.043625,76,58
euclidean,13,8,0.043292,76,58
euclidean,13,9,0.043917,76,58
euclidean,13,10,0.047584,76,58
euclidean,13,11,0.04375,76,58
euclidean,13,12,0.045291,76,58
euclidean,13,13,0.062542,76,58
euclidean,13,14,0.050458,76,58
euclidean,13,15,0.045458,76,58
euclidean,13,16,0.046459,76,58
euclidean,13,17,0.045917,76,58
euclidean,13,18,0.043125,76,58
euclidean,13,19,0.046791,76,58
euclidean,13,20,0.047917,76,58
chebyshev,13,1,0.042791,76,58
chebyshev,13,2,0.044542,76,58
chebyshev,13,3,0.039416,76,58
chebyshev,13,4,0.040417,76,58
chebyshev,13,5,0.043625,76,58
chebyshev,13,6,0.042292,76,58
chebyshev,13,7,0.0395,76,58
chebyshev,13,8,0.04175,76,58
chebyshev,13,9,0.038917,76,58
chebyshev,13,10,0.039625,76,58
chebyshev,13,11,0.045917,76,58
chebyshev,13,12,0.040291,76,58
chebyshev,13,13,0.040167,76,58
chebyshev,13,14,0.039292,76,58
chebyshev,13,15,0.040791,76,58
chebyshev,13,16,0.03925,76,58
chebyshev,13,17,0.042833,76,58
chebyshev,13,18,0.053709,76,58
chebyshev,13,19,0.043208,76,58
chebyshev,13,20,0.044167,76,58
manhattan,14,1,0.057292,85,54
manhattan,14,2,0.0545,85,54
manhattan,14,3,0.051709,85,54
manhattan,14,4,0.047042,85,54
manhattan,14,5,0.056541,85,54
manhattan,14,6,0.053459,85,54
manhattan,14,7,0.072333,85,54
manhattan,14,8,0.052917,85,54
manhattan,14,9,0.049625,85,54
manhattan,14,10,0.052458,85,54
manhattan,14,11,0.050833,85,54
manhattan,14,12,0.05275,85,54
manhattan,14,13,0.05225,85,54
manhattan,14,14,0.047125,85,54
manhattan,14,15,0.051917,85,54
manhattan,14,16,0.050083,85,54
manhattan,14,17,0.050209,85,54
manhattan,14,18,0.046375,85,54
manhattan,14,19,0.045583,85,54
manhattan,14,20,0.049083,85,54
euclidean,14,1,0.046791,85,54
euclidean,14,2,0.049541,85,54
euclidean,14,3,0.047166,85,54
euclidean,14,4,0.053084,85,54
euclidean,14,5,0.052958,85,54
euclidean,14,6,0.052709,85,54
euclidean,14,7,0.051875,85,54
euclidean,14,8,0.04925,85,54
euclidean,14,9,0.075542,85,54
euclidean,14,10,0.045875,85,54
euclidean,14,11,0.045208,85,54
euclidean,14,12,0.050709,85,54
euclidean,14,13,0.049041,85,54
euclidean,14,14,0.045917,85,54
euclidean,14,15,0.047916,85,54
euclidean,14,16,0.050625,85,54
euclidean,14,17,0.067208,85,54
euclidean,14,18,0.05325,85,54
euclidean,14,19,0.050167,85,54
euclidean,14,20,0.047625,85,54
chebyshev,14,1,0.044,85,54
chebyshev,14,2,0.047792,85,54
chebyshev,14,3,0.047459,85,54
chebyshev,14,4,0.044917,85,54
chebyshev,14,5,0.048792,85,54
chebyshev,14,6,0.046167,85,54
chebyshev,14,7,0.046458,85,54
chebyshev,14,8,0.048125,85,54
chebyshev,14,9,0.046292,85,54
chebyshev,14,10,0.046542,85,54
chebyshev,14,11,0.050042,85,54
chebyshev,14,12,0.047042,85,54
chebyshev,14,13,0.047667,85,54
chebyshev,14,14,0.044583,85,54
chebyshev,14,15,0.048625,85,54
chebyshev,14,16,0.048083,85,54
chebyshev,14,17,0.046584,85,54
chebyshev,14,18,0.046375,85,54
chebyshev,14,19,0.048875,85,54
chebyshev,14,20,0.047083,85,54
manhattan,15,1,0.041875,76,57
manhattan,15,2,0.041916,76,57
manhattan,15,3,0.04275,76,57
manhattan,15,4,0.046,76,57
manhattan,15,5,0.045791,76,57
manhattan,15,6,0.048208,76,57
manhattan,15,7,0.046292,76,57
manhattan,15,8,0.049208,76,57
manhattan,15,9,0.042041,76,57
manhattan,15,10,0.047791,76,57
manhattan,15,11,0.042542,76,57
manhattan,15,12,0.045584,76,57
manhattan,15,13,0.044333,76,57
manhattan,15,14,0.046084,76,57
manhattan,15,15,0.047292,76,57
manhattan,15,16,0.046959,76,57
manhattan,15,17,0.044917,76,57
manhattan,15,18,0.045041,76,57
manhattan,15,19,0.045375,76,57
manhattan,15,20,0.056916,76,57
euclidean,15,1,0.047834,77,57
euclidean,15,2,0.047167,77,57
euclidean,15,3,0.04775,77,57
euclidean,15,4,0.04675,77,57
euclidean,15,5,0.047167,77,57
euclidean,15,6,0.04725,77,57
euclidean,15,7,0.046375,77,57
euclidean,15,8,0.046541,77,57
euclidean,15,9,0.048167,77,57
euclidean,15,10,0.05025,77,57
euclidean,15,11,0.043625,77,57
euclidean,15,12,0.047584,77,57
euclidean,15,13,0.047792,77,57
euclidean,15,14,0.051292,77,57
euclidean,15,15,0.048584,77,57
euclidean,15,16,0.042208,77,57
euclidean,15,17,0.045208,77,57
euclidean,15,18,0.047583,77,57
euclidean,15,19,0.04725,77,57
euclidean,15,20,0.047542,77,57
chebyshev,15,1,0.042041,76,57
chebyshev,15,2,0.043625,76,57
chebyshev,15,3,0.039833,76,57
chebyshev,15,4,0.041,76,57
chebyshev,15,5,0.039167,76,57
chebyshev,15,6,0.042083,76,57
chebyshev,15,7,0.041875,76,57
chebyshev,15,8,0.041459,76,57
chebyshev,15,9,0.042292,76,57
chebyshev,15,10,0.040167,76,57
chebyshev,15,11,0.041708,76,57
chebyshev,15,12,0.041375,76,57
chebyshev,15,13,0.042292,76,57
chebyshev,15,14,0.041166,76,57
chebyshev,15,15,0.042084,76,57
chebyshev,15,16,0.040292,76,57
chebyshev,15,17,0.041041,76,57
chebyshev,15,18,0.042583,76,57
chebyshev,15,19,0.04425,76,57
chebyshev,15,20,0.042958,76,57
manhattan,16,1,0.035334,52,50
manhattan,16,2,0.039625,52,50
manhattan,16,3,0.036542,52,50
manhattan,16,4,0.03425,52,50
manhattan,16,5,0.032334,52,50
manhattan,16,6,0.036458,52,50
manhattan,16,7,0.035792,52,50
manhattan,16,8,0.036041,52,50
manhattan,16,9,0.031958,52,50
manhattan,16,10,0.03525,52,50
manhattan,16,11,0.02975,52,50
manhattan,16,12,0.035958,52,50
manhattan,16,13,0.033375,52,50
manhattan,16,14,0.036,52,50
manhattan,16,15,0.035792,52,50
manhattan,16,16,0.031541,52,50
manhattan,16,17,0.035625,52,50
manhattan,16,18,0.032125,52,50
manhattan,16,19,0.033625,52,50
manhattan,16,20,0.031792,52,50
euclidean,16,1,0.056375,60,50
euclidean,16,2,0.0375,60,50
euclidean,16,3,0.035083,60,50
euclidean,16,4,0.037917,60,50
euclidean,16,5,0.040542,60,50
euclidean,16,6,0.039208,60,50
euclidean,16,7,0.036041,60,50
euclidean,16,8,0.039541,60,50
euclidean,16,9,0.039583,60,50
euclidean,16,10,0.034875,60,50
euclidean,16,11,0.038459,60,50
euclidean,16,12,0.039042,60,50
euclidean,16,13,0.040042,60,50
euclidean,16,14,0.037291,60,50
euclidean,16,15,0.036417,60,50
euclidean,16,16,0.037042,60,50
euclidean,16,17,0.03775,60,50
euclidean,16,18,0.035334,60,50
euclidean,16,19,0.035541,60,50
euclidean,16,20,0.03325,60,50
chebyshev,16,1,0.035,63,50
chebyshev,16,2,0.034125,63,50
chebyshev,16,3,0.035125,63,50
chebyshev,16,4,0.035208,63,50
chebyshev,16,5,0.033625,63,50
chebyshev,16,6,0.034542,63,50
chebyshev,16,7,0.034541,63,50
chebyshev,16,8,0.034375,63,50
chebyshev,16,9,0.035166,63,50
chebyshev,16,10,0.039125,63,50
chebyshev,16,11,0.04075,63,50
chebyshev,16,12,0.037458,63,50
chebyshev,16,13,0.035459,63,50
chebyshev,16,14,0.035417,63,50
chebyshev,16,15,0.033625,63,50
chebyshev,16,16,0.035041,63,50
chebyshev,16,17,0.034667,63,50
chebyshev,16,18,0.034625,63,50
chebyshev,16,19,0.039875,63,50
chebyshev,16,20,0.034792,63,50
manhattan,17,1,0.050125,83,63
manhattan,17,2,0.048791,83,63
manhattan,17,3,0.045916,83,63
manhattan,17,4,0.050042,83,63
manhattan,17,5,0.045708,83,63
manhattan,17,6,0.049375,83,63
manhattan,17,7,0.043333,83,63
manhattan,17,8,0.048917,83,63
manhattan,17,9,0.048125,83,63
manhattan,17,10,0.048583,83,63
manhattan,17,11,0.047333,83,63
manhattan,17,12,0.046666,83,63
manhattan,17,13,0.051125,83,63
manhattan,17,14,0.04825,83,63
manhattan,17,15,0.052375,83,63
manhattan,17,16,0.046292,83,63
manhattan,17,17,0.048167,83,63
manhattan,17,18,0.048125,83,63
manhattan,17,19,0.045125,83,63
manhattan,17,20,0.052208,83,63
euclidean,17,1,0.045833,83,63
euclidean,17,2,0.049167,83,63
euclidean,17,3,0.048167,83,63
euclidean,17,4,0.044583,83,63
euclidean,17,5,0.050792,83,63
euclidean,17,6,0.043334,83,63
euclidean,17,7,0.04325,83,63
euclidean,17,8,0.049,83,63
euclidean,17,9,0.048084,83,63
euclidean,17,10,0.042333,83,63
euclidean,17,11,0.042917,83,63
euclidean,17,12,0.049708,83,63
euclidean,17,13,0.044375,83,63
euclidean,17,14,0.046209,83,63
euclidean,17,15,0.048,83,63
euclidean,17,16,0.050375,83,63
euclidean,17,17,0.049125,83,63
euclidean,17,18,0.047209,83,63
euclidean,17,19,0.046291,83,63
euclidean,17,20,0.049291,83,63
chebyshev,17,1,0.047875,82,63
chebyshev,17,2,0.04375,82,63
chebyshev,17,3,0.044417,82,63
chebyshev,17,4,0.04425,82,63
chebyshev,17,5,0.042667,82,63
chebyshev,17,6,0.043709,82,63
chebyshev,17,7,0.042291,82,63
chebyshev,17,8,0.044667,82,63
chebyshev,17,9,0.04275,82,63
chebyshev,17,10,0.043083,82,63
chebyshev,17,11,0.046333,82,63
chebyshev,17,12,0.043,82,63
chebyshev,17,13,0.042042,82,63
chebyshev,17,14,0.042875,82,63
chebyshev,17,15,0.047042,82,63
chebyshev,17,16,0.04175,82,63
chebyshev,17,17,0.042958,82,63
chebyshev,17,18,0.041792,82,63
chebyshev,17,19,0.043333,82,63
chebyshev,17,20,0.044458,82,63
manhattan,18,1,0.058833,75,56
manhattan,18,2,0.041166,75,56
manhattan,18,3,0.044125,75,56
manhattan,18,4,0.040792,75,56
manhattan,18,5,0.046125,75,56
manhattan,18,6,0.0445,75,56
manhattan,18,7,0.039167,75,56
manhattan,18,8,0.04725,75,56
manhattan,18,9,0.044375,75,56
manhattan,18,10,0.039625,75,56
manhattan,18,11,0.047958,75,56
manhattan,18,12,0.045583,75,56
manhattan,18,13,0.042917,75,56
manhattan,18,14,0.039959,75,56
manhattan,18,15,0.044458,75,56
manhattan,18,16,0.043666,75,56
manhattan,18,17,0.0455,75,56
manhattan,18,18,0.044417,75,56
manhattan,18,19,0.046208,75,56
manhattan,18,20,0.050292,75,56
euclidean,18,1,0.04725,75,56
euclidean,18,2,0.0455,75,56
euclidean,18,3,0.047792,75,56
euclidean,18,4,0.047125,75,56
euclidean,18,5,0.048,75,56
euclidean,18,6,0.04475,75,56
euclidean,18,7,0.045792,75,56
euclidean,18,8,0.1025,75,56
euclidean,18,9,0.044333,75,56
euclidean,18,10,0.042833,75,56
euclidean,18,11,0.047958,75,56
euclidean,18,12,0.040542,75,56
euclidean,18,13,0.043,75,56
euclidean,18,14,0.044709,75,56
euclidean,18,15,0.05075,75,56
euclidean,18,16,0.0415,75,56
euclidean,18,17,0.040875,75,56
euclidean,18,18,0.042,75,56
euclidean,18,19,0.046375,75,56
euclidean,18,20,0.041958,75,56
chebyshev,18,1,0.041958,75,56
chebyshev,18,2,0.043625,75,56
chebyshev,18,3,0.039333,75,56
chebyshev,18,4,0.039583,75,56
chebyshev,18,5,0.039292,75,56
chebyshev,18,6,0.041541,75,56
chebyshev,18,7,0.041375,75,56
chebyshev,18,8,0.043709,75,56
chebyshev,18,9,0.044709,75,56
chebyshev,18,10,0.042166,75,56
chebyshev,18,11,0.039625,75,56
chebyshev,18,12,0.040208,75,56
chebyshev,18,13,0.039291,75,56
chebyshev,18,14,0.040958,75,56
chebyshev,18,15,0.0445,75,56
chebyshev,18,16,0.040583,75,56
chebyshev,18,17,0.039583,75,56
chebyshev,18,18,0.042667,75,56
chebyshev,18,19,0.077417,75,56
chebyshev,18,20,0.044542,75,56
manhattan,19,1,0.050042,80,64
manhattan,19,2,0.041542,80,64
manhattan,19,3,0.045584,80,64
manhattan,19,4,0.04525,80,64
manhattan,19,5,0.046083,80,64
manhattan,19,6,0.046,80,64
manhattan,19,7,0.041459,80,64
manhattan,19,8,0.045541,80,64
manhattan,19,9,0.046709,80,64
manhattan,19,10,0.044625,80,64
manhattan,19,11,0.042917,80,64
manhattan,19,12,0.048875,80,64
manhattan,19,13,0.044208,80,64
manhattan,19,14,0.041417,80,64
manhattan,19,15,0.04925,80,64
manhattan,19,16,0.046042,80,64
manhattan,19,17,0.046416,80,64
manhattan,19,18,0.046375,80,64
manhattan,19,19,0.045333,80,64
manhattan,19,20,0.045583,80,64
euclidean,19,1,0.046958,80,64
euclidean,19,2,0.046542,80,64
euclidean,19,3,0.048042,80,64
euclidean,19,4,0.045667,80,64
euclidean,19,5,0.048667,80,64
euclidean,19,6,0.045833,80,64
euclidean,19,7,0.044791,80,64
euclidean,19,8,0.05,80,64
euclidean,19,9,0.044,80,64
euclidean,19,10,0.047,80,64
euclidean,19,11,0.044291,80,64
euclidean,19,12,0.045667,80,64
euclidean,19,13,0.048792,80,64
euclidean,19,14,0.046042,80,64
euclidean,19,15,0.049666,80,64
euclidean,19,16,0.045917,80,64
euclidean,19,17,0.046625,80,64
euclidean,19,18,0.0465,80,64
euclidean,19,19,0.049458,80,64
euclidean,19,20,0.0415,80,64
chebyshev,19,1,0.042625,80,64
chebyshev,19,2,0.042708,80,64
chebyshev,19,3,0.044959,80,64
chebyshev,19,4,0.042416,80,64
chebyshev,19,5,0.04225,80,64
chebyshev,19,6,0.057708,80,64
chebyshev,19,7,0.044917,80,64
chebyshev,19,8,0.040875,80,64
chebyshev,19,9,0.045,80,64
chebyshev,19,10,0.042166,80,64
chebyshev,19,11,0.041708,80,64
chebyshev,19,12,0.040458,80,64
chebyshev,19,13,0.04375,80,64
chebyshev,19,14,0.042625,80,64
chebyshev,19,15,0.041625,80,64
chebyshev,19,16,0.042291,80,64
chebyshev,19,17,0.042416,80,64
chebyshev,19,18,0.0415,80,64
chebyshev,19,19,0.042833,80,64
chebyshev,19,20,0.041667,80,64
manhattan,20,1,0.052833,80,72
manhattan,20,2,0.043083,80,72
manhattan,20,3,0.043833,80,72
manhattan,20,4,0.047209,80,72
manhattan,20,5,0.04525,80,72
manhattan,20,6,0.04675,80,72
manhattan,20,7,0.042625,80,72
manhattan,20,8,0.045791,80,72
manhattan,20,9,0.043375,80,72
manhattan,20,10,0.045791,80,72
manhattan,20,11,0.045792,80,72
manhattan,20,12,0.045625,80,72
manhattan,20,13,0.04525,80,72
manhattan,20,14,0.040625,80,72
manhattan,20,15,0.046458,80,72
manhattan,20,16,0.044958,80,72
manhattan,20,17,0.046792,80,72
manhattan,20,18,0.040875,80,72
manhattan,20,19,0.046834,80,72
manhattan,20,20,0.046042,80,72
euclidean,20,1,0.051708,80,72
euclidean,20,2,0.047208,80,72
euclidean,20,3,0.074667,80,72
euclidean,20,4,0.047125,80,72
euclidean,20,5,0.046,80,72
euclidean,20,6,0.047417,80,72
euclidean,20,7,0.046167,80,72
euclidean,20,8,0.044,80,72
euclidean,20,9,0.0455,80,72
euclidean,20,10,0.047125,80,72
euclidean,20,11,0.042,80,72
euclidean,20,12,0.050458,80,72
euclidean,20,13,0.043167,80,72
euclidean,20,14,0.049292,80,72
euclidean,20,15,0.046917,80,72
euclidean,20,16,0.044417,80,72
euclidean,20,17,0.0475,80,72
euclidean,20,18,0.043875,80,72
euclidean,20,19,0.049417,80,72
euclidean,20,20,0.04475,80,72
chebyshev,20,1,0.042292,80,72
chebyshev,20,2,0.042667,80,72
chebyshev,20,3,0.042375,80,72
chebyshev,20,4,0.043583,80,72
chebyshev,20,5,0.040542,80,72
chebyshev,20,6,0.040959,80,72
chebyshev,20,7,0.042625,80,72
chebyshev,20,8,0.045458,80,72
chebyshev,20,9,0.043792,80,72
chebyshev,20,10,0.041667,80,72
chebyshev,20,11,0.044791,80,72
chebyshev,20,12,0.041834,80,72
chebyshev,20,13,0.04675,80,72
chebyshev,20,14,0.042333,80,72
chebyshev,20,15,0.040667,80,72
chebyshev,20,16,0.044,80,72
chebyshev,20,17,0.040667,80,72
chebyshev,20,18,0.043125,80,72
chebyshev,20,19,0.044833,80,72
chebyshev,20,20,0.042042,80,72
